csu_id,trap_id,year,week,trap_date,county,method,genus,spp,sex,no_gravid,no_deplete,total,test_code,seq
CSU5999,FC-072,2014,30,2014-07-21,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6000,FC-072,2014,30,2014-07-21,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6001,FC-072,2014,30,2014-07-21,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6002,FC-072,2014,30,2014-07-21,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6003,FC-072,2014,30,2014-07-21,Larimer,Light,Cx,tarsalis,F,0,4,4,0,0
CSU6004,FC-072,2014,30,2014-07-21,Larimer,Light,Cx,pipiens,F,0,12,12,0,0
CSU6005,FC-006,2014,30,2014-07-21,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6006,FC-006,2014,30,2014-07-21,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6007,FC-006,2014,30,2014-07-21,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6008,FC-006,2014,30,2014-07-21,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6009,FC-006,2014,30,2014-07-21,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6010,FC-006,2014,30,2014-07-21,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6011,FC-006,2014,30,2014-07-21,Larimer,Light,Cx,tarsalis,F,0,38,38,0,0
CSU6012,FC-006,2014,30,2014-07-21,Larimer,Light,Cx,pipiens,F,0,49,49,0,0
CSU6013,FC-006,2014,30,2014-07-21,Larimer,Light,Cx,pipiens,F,0,2,2,0,0
CSU6014,LV-089,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,4,4,0,0
CSU6015,FC-039,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6016,FC-039,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6017,FC-039,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,43,43,1,1
CSU6018,FC-014,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6019,FC-014,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6020,FC-014,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6021,FC-014,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,43,43,0,0
CSU6022,FC-014,2014,30,2014-07-22,Larimer,Light,Cx,pipiens,F,0,4,4,0,0
CSU6023,FC-014,2014,30,2014-07-22,Larimer,Light,Cx,pipiens,F,0,6,6,0,0
CSU6024,FC-031,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6025,FC-031,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6026,FC-031,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6027,FC-031,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6028,FC-031,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6029,FC-031,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6030,FC-031,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,28,28,0,0
CSU6031,FC-031,2014,30,2014-07-22,Larimer,Light,Cx,pipiens,F,0,6,6,0,0
CSU6032,LV-104,2014,30,2014-07-22,Larimer,Light,Cx,pipiens,F,0,1,1,0,0
CSU6033,LV-104,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6034,LV-104,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,1,1
CSU6035,LV-104,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6036,LV-104,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,17,17,0,0
CSU6037,FC-047,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,45,45,0,0
CSU6038,FC-047,2014,30,2014-07-22,Larimer,Light,Cx,pipiens,F,0,1,1,0,0
CSU6039,FC-046,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6040,FC-046,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6041,FC-046,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,29,29,0,0
CSU6042,FC-046,2014,30,2014-07-22,Larimer,Light,Cx,pipiens,F,0,7,7,0,0
CSU6043,FC-088,2014,30,2014-07-22,Larimer,Gravid,Cx,pipiens,F,50,0,50,0,0
CSU6044,FC-088,2014,30,2014-07-22,Larimer,Gravid,Cx,pipiens,F,44,0,44,0,0
CSU6045,FC-088,2014,30,2014-07-22,Larimer,Gravid,Cx,tarsalis,F,1,0,1,0,0
CSU6046,FC-075,2014,30,2014-07-22,Larimer,Gravid,Cx,tarsalis,F,1,0,1,0,0
CSU6047,FC-075,2014,30,2014-07-22,Larimer,Gravid,Cx,pipiens,F,18,0,18,0,0
CSU6048,FC-050,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6049,FC-050,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6050,FC-050,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6051,FC-050,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6052,FC-050,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,8,8,0,0
CSU6053,FC-050,2014,30,2014-07-22,Larimer,Light,Cx,pipiens,F,0,24,24,0,0
CSU6054,LV-123,2014,30,2014-07-22,Larimer,Light,Cx,pipiens,F,0,36,36,0,0
CSU6055,LV-123,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6056,LV-123,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6057,LV-123,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6058,LV-123,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,1,1
CSU6059,LV-123,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6060,LV-123,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6061,LV-123,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6062,LV-123,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6063,LV-123,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,11,11,0,0
CSU6064,FC-075,2014,30,2014-07-22,Larimer,Light,Cx,pipiens,F,0,5,5,0,0
CSU6065,FC-075,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6066,FC-075,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6067,FC-075,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6068,FC-075,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6069,FC-075,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6070,FC-075,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6071,LV-110,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6072,LV-110,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,11,11,0,0
CSU6073,LV-110,2014,30,2014-07-22,Larimer,Light,Cx,pipiens,F,0,1,1,0,0
CSU6074,FC-059,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6075,FC-059,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,7,7,0,0
CSU6076,FC-059,2014,30,2014-07-22,Larimer,Light,Cx,pipiens,F,0,1,1,0,0
CSU6077,FC-023,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6078,FC-023,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6079,FC-023,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6080,FC-023,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,41,41,0,0
CSU6081,FC-023,2014,30,2014-07-22,Larimer,Light,Cx,pipiens,F,0,9,9,0,0
CSU6082,FC-074,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6083,FC-074,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6084,FC-074,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6085,FC-074,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6086,FC-074,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,8,8,0,0
CSU6087,FC-027,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6088,FC-027,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6089,FC-027,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6090,FC-027,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6091,FC-027,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6092,FC-027,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6093,FC-027,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6094,FC-027,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6095,FC-027,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,52,52,0,0
CSU6096,FC-027,2014,30,2014-07-22,Larimer,Light,Cx,pipiens,F,0,30,30,0,0
CSU6097,FC-064,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6098,FC-064,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6099,FC-064,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,1,1
CSU6100,FC-064,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6101,FC-064,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6102,FC-064,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6103,FC-064,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6104,FC-064,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6105,FC-064,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6106,FC-064,2014,30,2014-07-22,Larimer,Light,Cx,tarsalis,F,0,21,21,0,0
CSU6107,FC-064,2014,30,2014-07-22,Larimer,Light,Cx,pipiens,F,0,10,10,0,0
CSU6108,FC-090,2014,30,2014-07-23,Larimer,Gravid,Cx,pipiens,F,50,0,50,0,0
CSU6109,FC-090,2014,30,2014-07-23,Larimer,Gravid,Cx,pipiens,F,17,0,17,0,0
CSU6110,FC-063,2014,30,2014-07-23,Larimer,Gravid,Cx,pipiens,F,20,0,20,0,0
CSU6111,FC-073,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6112,FC-073,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,44,44,0,0
CSU6113,FC-073,2014,30,2014-07-23,Larimer,Light,Cx,pipiens,F,0,9,9,0,0
CSU6114,FC-049,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,36,36,0,0
CSU6115,FC-049,2014,30,2014-07-23,Larimer,Light,Cx,pipiens,F,0,7,7,0,0
CSU6116,FC-058,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,14,14,0,0
CSU6117,FC-058,2014,30,2014-07-23,Larimer,Light,Cx,pipiens,F,0,3,3,0,0
CSU6118,LV-114,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,40,40,0,0
CSU6119,LV-020,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6120,LV-020,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6121,LV-020,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6122,LV-020,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,29,29,0,0
CSU6123,FC-052,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6124,FC-052,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,30,30,0,0
CSU6125,FC-052,2014,30,2014-07-23,Larimer,Light,Cx,pipiens,F,0,2,2,0,0
CSU6126,LV-087,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6127,LV-087,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6128,LV-087,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6129,LV-087,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,45,45,0,0
CSU6130,LV-087,2014,30,2014-07-23,Larimer,Light,Cx,pipiens,F,0,12,12,0,0
CSU6131,FC-015,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,19,19,0,0
CSU6132,LV-120,2014,30,2014-07-23,Larimer,Light,Cx,pipiens,F,0,1,1,0,0
CSU6133,LV-120,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6134,LV-120,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,47,47,0,0
CSU6135,FC-063,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,19,19,0,0
CSU6136,FC-060,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,22,22,0,0
CSU6137,FC-011,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,7,7,0,0
CSU6138,FC-011,2014,30,2014-07-23,Larimer,Light,Cx,pipiens,F,0,3,3,0,0
CSU6139,FC-061,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6140,FC-061,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6141,FC-061,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,3,3,0,0
CSU6142,FC-061,2014,30,2014-07-23,Larimer,Light,Cx,pipiens,F,0,3,3,0,0
CSU6143,FC-041,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6144,FC-041,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6145,FC-041,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6146,FC-041,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6147,FC-041,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6148,FC-041,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6149,FC-041,2014,30,2014-07-23,Larimer,Light,Cx,tarsalis,F,0,5,5,0,0
CSU6150,FC-041,2014,30,2014-07-23,Larimer,Light,Cx,pipiens,F,0,16,16,0,0
CSU6151,FC-001,2014,30,2014-07-24,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6152,FC-001,2014,30,2014-07-24,Larimer,Light,Cx,tarsalis,F,0,5,5,0,0
CSU6153,FC-001,2014,30,2014-07-24,Larimer,Light,Cx,pipiens,F,0,1,1,0,0
CSU6154,FC-037,2014,30,2014-07-24,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6155,FC-037,2014,30,2014-07-24,Larimer,Light,Cx,tarsalis,F,0,52,52,0,0
CSU6156,FC-037,2014,30,2014-07-24,Larimer,Light,Cx,pipiens,F,0,7,7,0,0
CSU6157,FC-068,2014,30,2014-07-24,Larimer,Light,Cx,tarsalis,F,0,41,41,0,0
CSU6158,FC-068,2014,30,2014-07-24,Larimer,Light,Cx,pipiens,F,0,6,6,0,0
CSU6159,FC-057,2014,30,2014-07-24,Larimer,Light,Cx,tarsalis,F,0,26,26,0,0
CSU6160,FC-071,2014,30,2014-07-24,Larimer,Light,Cx,tarsalis,F,0,5,5,0,0
CSU6161,FC-029,2014,30,2014-07-24,Larimer,Gravid,Cx,pipiens,F,50,0,50,0,0
CSU6162,FC-029,2014,30,2014-07-24,Larimer,Gravid,Cx,pipiens,F,50,0,50,0,0
CSU6163,FC-029,2014,30,2014-07-24,Larimer,Gravid,Cx,pipiens,F,39,0,39,0,0
CSU6164,FC-029,2014,30,2014-07-24,Larimer,Gravid,Cx,tarsalis,F,1,0,1,0,0
CSU6165,FC-089,2014,30,2014-07-24,Larimer,Gravid,Cx,pipiens,F,50,0,50,0,0
CSU6166,FC-089,2014,30,2014-07-24,Larimer,Gravid,Cx,pipiens,F,51,0,51,0,0
CSU6167,FC-089,2014,30,2014-07-24,Larimer,Gravid,Cx,tarsalis,F,1,0,1,0,0
CSU6168,FC-054,2014,30,2014-07-24,Larimer,Light,Cx,tarsalis,F,0,20,20,0,0
CSU6169,FC-062,2014,30,2014-07-24,Larimer,Light,Cx,tarsalis,F,0,15,15,0,0
CSU6170,FC-062,2014,30,2014-07-24,Larimer,Light,Cx,pipiens,F,0,1,1,0,0
CSU6171,FC-029,2014,30,2014-07-24,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6172,FC-029,2014,30,2014-07-24,Larimer,Light,Cx,tarsalis,F,0,21,21,0,0
CSU6173,FC-029,2014,30,2014-07-24,Larimer,Light,Cx,pipiens,F,0,4,4,0,0
CSU6174,FC-093,2014,30,2014-07-24,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6175,FC-093,2014,30,2014-07-24,Larimer,Light,Cx,tarsalis,F,0,50,50,0,0
CSU6176,FC-093,2014,30,2014-07-24,Larimer,Light,Cx,tarsalis,F,0,51,51,0,0
CSU6177,FC-093,2014,30,2014-07-24,Larimer,Light,Cx,pipiens,F,0,6,6,0,0
CSU7154,FC-053,2015,25,2015-06-22,LC,LIGHT,Cx.,tarsalis,F,0,50,50,0,0
CSU7155,FC-053,2015,25,2015-06-22,LC,LIGHT,Cx.,tarsalis,F,0,50,50,0,0
CSU7156,FC-053,2015,25,2015-06-22,LC,LIGHT,Cx.,tarsalis,F,0,38,38,0,0
CSU7157,FC-053,2015,25,2015-06-22,LC,LIGHT,Cx.,pipiens,F,0,8,8,0,0
CSU7158,FC-004,2015,25,2015-06-22,LC,LIGHT,Cx.,tarsalis,F,0,4,4,0,0
CSU7159,FC-014,2015,25,2015-06-22,LC,LIGHT,Cx.,tarsalis,F,0,31,31,0,0
CSU7160,LV-095,2015,25,2015-06-22,LC,LIGHT,Cx.,tarsalis,F,0,50,50,0,0
CSU7161,LV-095,2015,25,2015-06-22,LC,LIGHT,Cx.,tarsalis,F,0,50,50,0,0
CSU7162,LV-095,2015,25,2015-06-22,LC,LIGHT,Cx.,tarsalis,F,0,50,50,0,0
CSU7163,LV-095,2015,25,2015-06-22,LC,LIGHT,Cx.,tarsalis,F,0,50,50,0,0
CSU7164,LV-095,2015,25,2015-06-22,LC,LIGHT,Cx.,tarsalis,F,0,50,50,0,0
CSU7165,LV-095,2015,25,2015-06-22,LC,LIGHT,Cx.,tarsalis,F,0,50,50,0,0
CSU7166,LV-095,2015,25,2015-06-22,LC,LIGHT,Cx.,tarsalis,F,0,50,50,0,0
CSU7167,LV-095,2015,25,2015-06-22,LC,LIGHT,Cx.,tarsalis,F,0,50,50,0,0
CSU7168,LV-095,2015,25,2015-06-22,LC,LIGHT,Cx.,tarsalis,F,0,7,7,0,0
CSU7169,FC-067,2015,25,2015-06-22,LC,LIGHT,Cx.,tarsalis,F,0,50,50,0,0
