"","csu_id","trap_id","year","week","trap_date","county","method","genus","spp","sex","no_gravid","no_deplete","total","test_code","seq","cq"
"50","CSU5982","FC-019",2014,30,2014-07-21,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"51","CSU5983","FC-019",2014,30,2014-07-21,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"52","CSU5984","FC-019",2014,30,2014-07-21,"Larimer","Light","Cx","tarsalis","F",0,20,20,0,0,NA
"53","CSU5985","FC-069",2014,30,2014-07-21,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"54","CSU5986","FC-069",2014,30,2014-07-21,"Larimer","Light","Cx","tarsalis","F",0,41,41,0,0,NA
"55","CSU5987","FC-069",2014,30,2014-07-21,"Larimer","Light","Cx","pipiens","F",0,3,3,0,0,NA
"56","CSU5988","FC-036",2014,30,2014-07-21,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"57","CSU5989","FC-036",2014,30,2014-07-21,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"58","CSU5990","FC-036",2014,30,2014-07-21,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"59","CSU5991","FC-036",2014,30,2014-07-21,"Larimer","Light","Cx","tarsalis","F",0,11,11,0,0,NA
"60","CSU5992","FC-036",2014,30,2014-07-21,"Larimer","Light","Cx","pipiens","F",0,1,1,0,0,NA
"61","CSU5993","FC-036",2014,30,2014-07-21,"Larimer","Light","Cx","pipiens","F",0,3,3,0,0,NA
"62","CSU5994","FC-040",2014,30,2014-07-21,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"63","CSU5995","FC-040",2014,30,2014-07-21,"Larimer","Light","Cx","tarsalis","F",0,47,47,0,0,NA
"64","CSU5996","FC-040",2014,30,2014-07-21,"Larimer","Light","Cx","pipiens","F",0,6,6,0,0,NA
"65","CSU5997","FC-072",2014,30,2014-07-21,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"66","CSU5998","FC-072",2014,30,2014-07-21,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"67","CSU5999","FC-072",2014,30,2014-07-21,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"68","CSU6000","FC-072",2014,30,2014-07-21,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"69","CSU6001","FC-072",2014,30,2014-07-21,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"70","CSU6002","FC-072",2014,30,2014-07-21,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"71","CSU6003","FC-072",2014,30,2014-07-21,"Larimer","Light","Cx","tarsalis","F",0,4,4,0,0,NA
"72","CSU6004","FC-072",2014,30,2014-07-21,"Larimer","Light","Cx","pipiens","F",0,12,12,0,0,NA
"73","CSU6005","FC-006",2014,30,2014-07-21,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"74","CSU6006","FC-006",2014,30,2014-07-21,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"75","CSU6007","FC-006",2014,30,2014-07-21,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"76","CSU6008","FC-006",2014,30,2014-07-21,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"77","CSU6009","FC-006",2014,30,2014-07-21,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"78","CSU6010","FC-006",2014,30,2014-07-21,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"79","CSU6011","FC-006",2014,30,2014-07-21,"Larimer","Light","Cx","tarsalis","F",0,38,38,0,0,NA
"80","CSU6012","FC-006",2014,30,2014-07-21,"Larimer","Light","Cx","pipiens","F",0,49,49,0,0,NA
"81","CSU6013","FC-006",2014,30,2014-07-21,"Larimer","Light","Cx","pipiens","F",0,2,2,0,0,NA
"82","CSU6014","LV-089",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,4,4,0,0,NA
"83","CSU6015","FC-039",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"84","CSU6016","FC-039",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"85","CSU6017","FC-039",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,43,43,1,1,NA
"86","CSU6018","FC-014",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"87","CSU6019","FC-014",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"88","CSU6020","FC-014",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"89","CSU6021","FC-014",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,43,43,0,0,NA
"90","CSU6022","FC-014",2014,30,2014-07-22,"Larimer","Light","Cx","pipiens","F",0,4,4,0,0,NA
"91","CSU6023","FC-014",2014,30,2014-07-22,"Larimer","Light","Cx","pipiens","F",0,6,6,0,0,NA
"92","CSU6024","FC-031",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"93","CSU6025","FC-031",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"94","CSU6026","FC-031",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"95","CSU6027","FC-031",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"96","CSU6028","FC-031",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"97","CSU6029","FC-031",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"98","CSU6030","FC-031",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,28,28,0,0,NA
"99","CSU6031","FC-031",2014,30,2014-07-22,"Larimer","Light","Cx","pipiens","F",0,6,6,0,0,NA
"100","CSU6032","LV-104",2014,30,2014-07-22,"Larimer","Light","Cx","pipiens","F",0,1,1,0,0,NA
"101","CSU6033","LV-104",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"102","CSU6034","LV-104",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,1,1,NA
"103","CSU6035","LV-104",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"104","CSU6036","LV-104",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,17,17,0,0,NA
"105","CSU6037","FC-047",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,45,45,0,0,NA
"106","CSU6038","FC-047",2014,30,2014-07-22,"Larimer","Light","Cx","pipiens","F",0,1,1,0,0,NA
"107","CSU6039","FC-046",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"108","CSU6040","FC-046",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"109","CSU6041","FC-046",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,29,29,0,0,NA
"110","CSU6042","FC-046",2014,30,2014-07-22,"Larimer","Light","Cx","pipiens","F",0,7,7,0,0,NA
"111","CSU6043","FC-088",2014,30,2014-07-22,"Larimer","Gravid","Cx","pipiens","F",50,0,50,0,0,NA
"112","CSU6044","FC-088",2014,30,2014-07-22,"Larimer","Gravid","Cx","pipiens","F",44,0,44,0,0,NA
"113","CSU6045","FC-088",2014,30,2014-07-22,"Larimer","Gravid","Cx","tarsalis","F",1,0,1,0,0,NA
"114","CSU6046","FC-075",2014,30,2014-07-22,"Larimer","Gravid","Cx","tarsalis","F",1,0,1,0,0,NA
"115","CSU6047","FC-075",2014,30,2014-07-22,"Larimer","Gravid","Cx","pipiens","F",18,0,18,0,0,NA
"116","CSU6048","FC-050",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"117","CSU6049","FC-050",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"118","CSU6050","FC-050",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"119","CSU6051","FC-050",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"120","CSU6052","FC-050",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,8,8,0,0,NA
"121","CSU6053","FC-050",2014,30,2014-07-22,"Larimer","Light","Cx","pipiens","F",0,24,24,0,0,NA
"122","CSU6054","LV-123",2014,30,2014-07-22,"Larimer","Light","Cx","pipiens","F",0,36,36,0,0,NA
"123","CSU6055","LV-123",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"124","CSU6056","LV-123",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"125","CSU6057","LV-123",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"126","CSU6058","LV-123",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,1,1,NA
"127","CSU6059","LV-123",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"128","CSU6060","LV-123",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"129","CSU6061","LV-123",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"130","CSU6062","LV-123",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"131","CSU6063","LV-123",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,11,11,0,0,NA
"132","CSU6064","FC-075",2014,30,2014-07-22,"Larimer","Light","Cx","pipiens","F",0,5,5,0,0,NA
"133","CSU6065","FC-075",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"134","CSU6066","FC-075",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"135","CSU6067","FC-075",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"136","CSU6068","FC-075",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"137","CSU6069","FC-075",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"138","CSU6070","FC-075",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"139","CSU6071","LV-110",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"140","CSU6072","LV-110",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,11,11,0,0,NA
"141","CSU6073","LV-110",2014,30,2014-07-22,"Larimer","Light","Cx","pipiens","F",0,1,1,0,0,NA
"142","CSU6074","FC-059",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"143","CSU6075","FC-059",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,7,7,0,0,NA
"144","CSU6076","FC-059",2014,30,2014-07-22,"Larimer","Light","Cx","pipiens","F",0,1,1,0,0,NA
"145","CSU6077","FC-023",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"146","CSU6078","FC-023",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"147","CSU6079","FC-023",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"148","CSU6080","FC-023",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,41,41,0,0,NA
"149","CSU6081","FC-023",2014,30,2014-07-22,"Larimer","Light","Cx","pipiens","F",0,9,9,0,0,NA
"150","CSU6082","FC-074",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"151","CSU6083","FC-074",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"152","CSU6084","FC-074",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"153","CSU6085","FC-074",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"154","CSU6086","FC-074",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,8,8,0,0,NA
"155","CSU6087","FC-027",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"156","CSU6088","FC-027",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"157","CSU6089","FC-027",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"158","CSU6090","FC-027",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"159","CSU6091","FC-027",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"160","CSU6092","FC-027",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"161","CSU6093","FC-027",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"162","CSU6094","FC-027",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"163","CSU6095","FC-027",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,52,52,0,0,NA
"164","CSU6096","FC-027",2014,30,2014-07-22,"Larimer","Light","Cx","pipiens","F",0,30,30,0,0,NA
"165","CSU6097","FC-064",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"166","CSU6098","FC-064",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"167","CSU6099","FC-064",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,1,1,NA
"168","CSU6100","FC-064",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"169","CSU6101","FC-064",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"170","CSU6102","FC-064",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"171","CSU6103","FC-064",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"172","CSU6104","FC-064",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"173","CSU6105","FC-064",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"174","CSU6106","FC-064",2014,30,2014-07-22,"Larimer","Light","Cx","tarsalis","F",0,21,21,0,0,NA
"175","CSU6107","FC-064",2014,30,2014-07-22,"Larimer","Light","Cx","pipiens","F",0,10,10,0,0,NA
"176","CSU6108","FC-090",2014,30,2014-07-23,"Larimer","Gravid","Cx","pipiens","F",50,0,50,0,0,NA
"177","CSU6109","FC-090",2014,30,2014-07-23,"Larimer","Gravid","Cx","pipiens","F",17,0,17,0,0,NA
"178","CSU6110","FC-063",2014,30,2014-07-23,"Larimer","Gravid","Cx","pipiens","F",20,0,20,0,0,NA
"179","CSU6111","FC-073",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"180","CSU6112","FC-073",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,44,44,0,0,NA
"181","CSU6113","FC-073",2014,30,2014-07-23,"Larimer","Light","Cx","pipiens","F",0,9,9,0,0,NA
"182","CSU6114","FC-049",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,36,36,0,0,NA
"183","CSU6115","FC-049",2014,30,2014-07-23,"Larimer","Light","Cx","pipiens","F",0,7,7,0,0,NA
"184","CSU6116","FC-058",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,14,14,0,0,NA
"185","CSU6117","FC-058",2014,30,2014-07-23,"Larimer","Light","Cx","pipiens","F",0,3,3,0,0,NA
"186","CSU6118","LV-114",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,40,40,0,0,NA
"187","CSU6119","LV-020",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"188","CSU6120","LV-020",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"189","CSU6121","LV-020",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"190","CSU6122","LV-020",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,29,29,0,0,NA
"191","CSU6123","FC-052",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"192","CSU6124","FC-052",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,30,30,0,0,NA
"193","CSU6125","FC-052",2014,30,2014-07-23,"Larimer","Light","Cx","pipiens","F",0,2,2,0,0,NA
"194","CSU6126","LV-087",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"195","CSU6127","LV-087",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"196","CSU6128","LV-087",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"197","CSU6129","LV-087",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,45,45,0,0,NA
"198","CSU6130","LV-087",2014,30,2014-07-23,"Larimer","Light","Cx","pipiens","F",0,12,12,0,0,NA
"199","CSU6131","FC-015",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,19,19,0,0,NA
"200","CSU6132","LV-120",2014,30,2014-07-23,"Larimer","Light","Cx","pipiens","F",0,1,1,0,0,NA
"201","CSU6133","LV-120",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"202","CSU6134","LV-120",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,47,47,0,0,NA
"203","CSU6135","FC-063",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,19,19,0,0,NA
"204","CSU6136","FC-060",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,22,22,0,0,NA
"205","CSU6137","FC-011",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,7,7,0,0,NA
"206","CSU6138","FC-011",2014,30,2014-07-23,"Larimer","Light","Cx","pipiens","F",0,3,3,0,0,NA
"207","CSU6139","FC-061",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"208","CSU6140","FC-061",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"209","CSU6141","FC-061",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,3,3,0,0,NA
"210","CSU6142","FC-061",2014,30,2014-07-23,"Larimer","Light","Cx","pipiens","F",0,3,3,0,0,NA
"211","CSU6143","FC-041",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"212","CSU6144","FC-041",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"213","CSU6145","FC-041",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"214","CSU6146","FC-041",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"215","CSU6147","FC-041",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"216","CSU6148","FC-041",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"217","CSU6149","FC-041",2014,30,2014-07-23,"Larimer","Light","Cx","tarsalis","F",0,5,5,0,0,NA
"218","CSU6150","FC-041",2014,30,2014-07-23,"Larimer","Light","Cx","pipiens","F",0,16,16,0,0,NA
"219","CSU6151","FC-001",2014,30,2014-07-24,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"220","CSU6152","FC-001",2014,30,2014-07-24,"Larimer","Light","Cx","tarsalis","F",0,5,5,0,0,NA
"221","CSU6153","FC-001",2014,30,2014-07-24,"Larimer","Light","Cx","pipiens","F",0,1,1,0,0,NA
"222","CSU6154","FC-037",2014,30,2014-07-24,"Larimer","Light","Cx","tarsalis","F",0,50,50,0,0,NA
"223","CSU6155","FC-037",2014,30,2014-07-24,"Larimer","Light","Cx","tarsalis","F",0,52,52,0,0,NA
"224","CSU6156","FC-037",2014,30,2014-07-24,"Larimer","Light","Cx","pipiens","F",0,7,7,0,0,NA
"225","CSU6157","FC-068",2014,30,2014-07-24,"Larimer","Light","Cx","tarsalis","F",0,41,41,0,0,NA
"226","CSU6158","FC-068",2014,30,2014-07-24,"Larimer","Light","Cx","pipiens","F",0,6,6,0,0,NA
"227","CSU6159","FC-057",2014,30,2014-07-24,"Larimer","Light","Cx","tarsalis","F",0,26,26,0,0,NA
"228","CSU6160","FC-071",2014,30,2014-07-24,"Larimer","Light","Cx","tarsalis","F",0,5,5,0,0,NA
"229","CSU6161","FC-029",2014,30,2014-07-24,"Larimer","Gravid","Cx","pipiens","F",50,0,50,0,0,NA
"230","CSU6162","FC-029",2014,30,2014-07-24,"Larimer","Gravid","Cx","pipiens","F",50,0,50,0,0,NA
"231","CSU6163","FC-029",2014,30,2014-07-24,"Larimer","Gravid","Cx","pipiens","F",39,0,39,0,0,NA
